RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,INTFREQ,INTFREQ_COLLAPSED,RADIO,NHISLL,RELIGCAT1,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
9613.0,Paper,Spanish,,"7 = 75%+ Hispanic, 65%+ HS or less",2025-05-21,2025-05-21,Only fair,Better,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Unaffiliated,H.S. graduate or less,No,Independent,The Democratic Party,Dem/Lean Dem,Yes,Refused,Hispanic,40-44,30-49,Another country (please specify):,A woman,1,No,,"Less than $30,000",South,Metropolitan,0.1774981600916267,0.5448309066160003
15479.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-19,2025-05-19,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",Yes,Almost constantly,Almost constantly,No,No,Other,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Kamala Harris, the Democrat","$150,000 or more",Northeast,Metropolitan,1.604400946201048,0.9499208105696183
15808.0,Paper,English,,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-05-09,2025-05-09,Good,Worse,Urban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Unaffiliated,College graduate+,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,Asian or Asian-American,Asian non-Hispanic,65-69,65+,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",West,Metropolitan,0.38496442515893575,0.13898387556783673
15621.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-28,2025-02-28,Good,Better,Suburban,Americans are united when it comes to the most important values,Extremely safe,It's not the government's job to protect people from themselves,Less crime,Live comfortably,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,No,Protestant,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$150,000 or more",South,Metropolitan,0.802200473100524,0.6419086837551518
7401.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-12,2025-05-12,Refused/Web blank,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Just meet my basic expenses,"No, nobody in household",No,Several times a week,Daily or several times a week,Yes,No,Catholic,Some College,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,65-69,65+,"U.S. - 50 states, District of Columbia",A man,Refused/Web blank,Yes,"Kamala Harris, the Democrat","Less than $30,000",Midwest,Metropolitan,0.802200473100524,0.271414845751306
10322.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-12,2025-05-12,Good,Better,Suburban,Americans are united when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,No difference,Live comfortably,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Catholic,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Donald Trump, the Republican","$40,000 to less than $50,000",South,Metropolitan,0.802200473100524,0.3951876792276029
3899.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-04,2025-03-04,Good,Better,Suburban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Live comfortably,"Yes, self",No,Almost constantly,Almost constantly,Yes,Yes,Catholic,College graduate+,No,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Donald Trump, the Republican","$100,000 to less than $125,000",West,Metropolitan,0.401100236550262,0.2342870696846766
6480.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-24,2025-02-24,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,More crime,Live comfortably,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Protestant,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$125,000 to less than $150,000",South,Metropolitan,0.802200473100524,0.34570728006599244
6093.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-28,2025-05-28,Good,Better,Suburban,Americans are united when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Unaffiliated,H.S. graduate or less,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$50,000 to less than $70,000",Midwest,Metropolitan,1.604400946201048,1.8973010467394797
4261.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-30,2025-03-30,Good,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Unaffiliated,College graduate+,No,Independent,The Republican Party,Rep/Lean Rep,No,Asian or Asian-American,Asian non-Hispanic,55-59,50-64,Another country (please specify):,A man,2,No,,"$150,000 or more",Midwest,Metropolitan,0.802200473100524,0.8356684231649798
6791.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-12,2025-05-12,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Unaffiliated,College graduate+,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,White,White non-Hispanic,45-49,30-49,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",South,Metropolitan,0.802200473100524,0.5735073842061904
1010.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-02,2025-05-02,Poor,Worse,Urban,Americans are divided when it comes to the most important values,Very safe,Refused/Web blank,No difference,Just meet my basic expenses,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Other,H.S. graduate or less,Yes,Refused/Web blank,Refused/Web blank,DK/Refused/No lean,No,Refused,Refused,45-49,30-49,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Kamala Harris, the Democrat",Refused/Web blank,South,Metropolitan,0.802200473100524,0.6974568486780927
15580.0,Online,English,English,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-03-12,2025-03-12,Only fair,Better,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Live comfortably,"No, nobody in household",No,About once a day,Daily or several times a week,Yes,No,Catholic,H.S. graduate or less,Yes,Democrat,,Dem/Lean Dem,Yes,Refused,Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Kamala Harris, the Democrat","Less than $30,000",West,Non-metropolitan,0.19248221257946788,0.28976200178536937
1407.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-10,2025-03-10,Only fair,Worse,Suburban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Protestant,H.S. graduate or less,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Kamala Harris, the Democrat","$40,000 to less than $50,000",South,Metropolitan,0.401100236550262,0.28758824064410665
10844.0,Phone,English,English,"2 = 50%-74.99% Black non-Hispanic, NOT 65%+ HS or less",2025-02-25,2025-02-25,Only fair,About the same,Urban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,More crime,Just meet my basic expenses,"Yes, self",No,Refused/Web blank,Refused,Yes,Yes,Protestant,Some College,Yes,Democrat,,Dem/Lean Dem,No,Black or African-American,Black non-Hispanic,80+,65+,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Kamala Harris, the Democrat","$40,000 to less than $50,000",South,Metropolitan,0.577363668715013,0.35078342031489657
9760.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-24,2025-02-24,Only fair,About the same,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"Yes, someone else in household",Yes,Several times a day,Several times a day,Yes,No,Protestant,H.S. graduate or less,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",Refused/Web blank,3,Yes,"Donald Trump, the Republican","$50,000 to less than $70,000",Northeast,Metropolitan,1.2033007096507862,1.036579482726106
8933.0,Online,English,English,"7 = 75%+ Hispanic, 65%+ HS or less",2025-02-27,2025-02-27,Only fair,Better,Urban,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,Yes,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","Less than $30,000",South,Metropolitan,0.1774981600916267,0.18146351748477207
15708.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-22,2025-02-22,Poor,Better,Rural,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Just meet my basic expenses,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Protestant,H.S. graduate or less,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,40-44,30-49,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","Less than $30,000",South,Metropolitan,0.802200473100524,0.7996304435687936
3652.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Only fair,About the same,Rural,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"Yes, self",No,Several times a day,Several times a day,No,No,Unaffiliated,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A man,4,Yes,Another candidate,"$125,000 to less than $150,000",Midwest,Non-metropolitan,2.4066014193015723,0.4810615683376197
15461.0,Online,English,English,"9 = Remaining CBG, 65%+ HS or less",2025-02-25,2025-02-25,Good,Worse,Urban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Live comfortably,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,45-49,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$150,000 or more",Midwest,Metropolitan,0.4509005960677219,0.33819121581038497
10557.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-21,2025-05-21,Good,Better,Rural,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Live comfortably,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,Yes,Protestant,H.S. graduate or less,Yes,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,65-69,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","Less than $30,000",South,Metropolitan,1.604400946201048,1.748987859705661
5442.0,Paper,English,,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-04-29,2025-04-29,Good,Better,Refused/Web blank,Americans are united when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Unaffiliated,H.S. graduate or less,Yes,Refused/Web blank,Refused/Web blank,DK/Refused/No lean,Yes,Refused,Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A woman,3,No,,"Less than $30,000",West,Metropolitan,1.154893275476807,1.7743952792198874
17525.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-10,2025-03-10,Only fair,Better,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Just meet my basic expenses,"Yes, both myself and someone else",Yes,Several times a day,Several times a day,Yes,No,Catholic,Some College,Yes,Republican,,Rep/Lean Rep,Yes,White,Hispanic,65-69,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","$50,000 to less than $70,000",West,Metropolitan,0.802200473100524,0.3540284320147482
