RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,LANG_PREF,SURVEYSTARTDATE,SURVEYENDDATE,BWAVE,BIDENT1_GEOSTRATA,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,INFRASPEND,MOREGUNIMPACT,GAMBLERESTR,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSEa,SMUSEb,SMUSEc,SMUSEd,SMUSEe,SMUSEf,SMUSEg,SMUSEh,SMUSEi,SMUSEj,SMUSEk,RADIO,GPT1,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACEMOD_1,RACEMOD_2,RACEMOD_3,RACEMOD_4,RACEMOD_5,RACEMOD_6,RACEMOD_99,RACEMOD_MIXEDOE,RACECMB,RACETHN,AGE,AGECAT,BIRTHPLACE,GENDER,MARITAL,EDUCATION,EDUCCAT,ADULTS,VOTED2020,VOTEGEN_POST,INC_SDT1,CREGION,DIVISION,METRO,BASEWT,WEIGHT
5283.0,Online,English,English,English,20240224,20240224,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,Worse,Suburban,Americans are united when it comes to the most important values,Somewhat safe,Increase a lot,Less crime,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Nothing in particular,Unaffiliated,"No, not born-again or evangelical Christian",Never,Never,Not at all important,Never,Yes,Something else,The Democratic Party,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,36.0,30-49,"U.S. - 50 states, District of Columbia",A woman,Never married,Some college credit but no degree,Some College,2.0,No,,"Less than $30,000",Midwest,West North Central,Metropolitan,0.7767369010201741,0.7603100832336971
5290.0,Paper,English,,,,20240513,Full Launch,"2 = 50%-74.99% Black non-Hispanic, NOT 65%+ HS or less",Only fair,Worse,Rural,Americans are divided when it comes to the most important values,Very safe,Increase a lot,More crime,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,No,,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Once a week,Seldom,Very important,Several times a day,Yes,Democrat,,Dem/Lean Dem,No,Not selected,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,Black or African-American,Black non-Hispanic,58.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Widowed,Regular high school diploma or GED,H.S. graduate or less,1.0,Yes,"Joe Biden, the Democrat","Less than $30,000",South,East South Central,Metropolitan,0.8759496885461502,0.8390454163891242
5300.0,Paper,English,,,,20240528,Full Launch,"7 = 75%+ Hispanic, 65%+ HS or less",Only fair,Better,Urban,Americans are divided when it comes to the most important values,Not too safe,Increase a lot,More crime,There should be MORE restrictions on gambling than there are today,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,Yes,Not sure,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",No,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",A few times a year,Seldom,Very important,Several times a day,No,Democrat,,Dem/Lean Dem,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Selected,Not selected,No,Some other Race,Hispanic,61.0,50-64,Another country,A man,Married,Some college credit but no degree,Some College,4.0,No,,"$30,000 to less than $40,000",Northeast,Middle Atlantic,Metropolitan,0.38490057130053984,0.48165857974659193
5307.0,Phone,English,English,,20240302,20240302,Full Launch,"4 = 75%+ Black non-Hispanic, NOT 65%+ HS or less",Only fair,About the same,Urban,Americans are divided when it comes to the most important values,Very safe,Decrease a little,No difference,Don't know/Refused/Web blank,"No, nobody in household",No,Yes,No,Several times a week,Daily or several times a week,Yes,Not sure,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",No,Nothing at all,"Yes, have a cell phone","Yes, smartphone",Yes,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",A few times a year,Once a week,Very important,Several times a day,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,Not selected,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,Black or African-American,Black non-Hispanic,75.0,65+,Another country,A woman,Never married,Regular high school diploma or GED,H.S. graduate or less,1.0,Yes,"Joe Biden, the Democrat","$70,000 to less than $80,000",Northeast,Middle Atlantic,Metropolitan,0.9260516426129688,0.6174252326646945
5310.0,Online,English,English,English,20240327,20240327,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Stay about the same,No difference,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this",Yes,A lot,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",Once a week,Once a week,Very important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,52.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Never married,"Bachelor's degree (such as BA, BS)",College graduate+,1.0,Yes,"Donald Trump, the Republican","$70,000 to less than $80,000",South,South Atlantic,Metropolitan,0.38836845051008706,0.20291750011942183
5311.0,Paper,English,,,,20240429,Full Launch,"6 = 50%-74.99% Hispanic, NOT 65%+ HS or less",Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Increase a little,More crime,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this",No,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",A few times a year,A few times a year,Very important,Several times a day,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,Not selected,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,Black or African-American,Black non-Hispanic,56.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Divorced,Master's degree or higher,College graduate+,3.0,Yes,"Joe Biden, the Democrat","$100,000 or more",West,Mountain,Metropolitan,2.6008632534480705,1.498630723830915
5314.0,Paper,English,,,,20240513,Full Launch,"9 = Remaining CBG, 65%+ HS or less",Only fair,About the same,Rural,Americans are divided when it comes to the most important values,Very safe,Stay about the same,Less crime,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",Once a week,Seldom,Very important,Once a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,36.0,30-49,"U.S. - 50 states, District of Columbia",A woman,Married,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,Yes,"Donald Trump, the Republican","$100,000 or more",Midwest,East North Central,Non-metropolitan,1.7848535380814317,1.3156827179093002
5316.0,Online,English,English,English,20240229,20240229,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Increase a little,No difference,There should be MORE restrictions on gambling than there are today,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",Yes,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",More than once a week,More than once a week,Very important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,71.0,65+,"U.S. - 50 states, District of Columbia",A woman,Married,Regular high school diploma or GED,H.S. graduate or less,2.0,Yes,"Donald Trump, the Republican",Don't know/Refused/Web blank,Midwest,East North Central,Metropolitan,0.7767369010201741,0.6706678415632488
5317.0,Paper,English,,,,20240429,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Increase a little,No difference,There should be FEWER restrictions on gambling than there are today,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Nothing in particular,Unaffiliated,"No, not born-again or evangelical Christian",Seldom,Never,Not too important,Once a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,73.0,65+,"U.S. - 50 states, District of Columbia",A man,Married,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,Yes,"Donald Trump, the Republican","$100,000 or more",Midwest,West North Central,Metropolitan,1.5534738020403482,0.4307244294012015
5320.0,Paper,English,,,,20240426,Full Launch,"7 = 75%+ Hispanic, 65%+ HS or less",Poor,About the same,Urban,Americans are united when it comes to the most important values,Not at all safe,Increase a little,More crime,There should be MORE restrictions on gambling than there are today,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",No,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",Seldom,Never,Somewhat important,Seldom,No,Democrat,,Dem/Lean Dem,Yes,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,Hispanic,45.0,30-49,Another country,A woman,Divorced,Regular high school diploma or GED,H.S. graduate or less,2.0,No,,"Less than $30,000",West,Pacific,Metropolitan,0.2566003808670266,0.6202805068886149
5324.0,Paper,English,,,,20240506,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,Better,Suburban,Americans are united when it comes to the most important values,Extremely safe,Increase a lot,No difference,Don't know/Refused/Web blank,"Yes, someone else in household",Yes,Yes,Yes,Don't know/Refused/Web blank,Refused,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",No,A little,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",Once or twice a month,More than once a week,Very important,Once a day,No,Democrat,,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,Refused,Refused,"U.S. - 50 states, District of Columbia",A woman,Divorced,"Bachelor's degree (such as BA, BS)",College graduate+,1.0,No,,"$90,000 to less than $100,000",South,South Atlantic,Metropolitan,0.7767369010201741,0.5175573087767753
5330.0,Paper,English,,,,20240516,Full Launch,"7 = 75%+ Hispanic, 65%+ HS or less",Good,Worse,Suburban,Americans are divided when it comes to the most important values,Not too safe,Increase a little,No difference,Restrictions on gambling are about right,"Yes, someone else in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Nothing in particular,Unaffiliated,"No, not born-again or evangelical Christian",A few times a year,Never,Somewhat important,Never,Yes,Something else,The Democratic Party,Dem/Lean Dem,Yes,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,Hispanic,25.0,18-29,"U.S. - 50 states, District of Columbia",A man,Never married,Regular high school diploma or GED,H.S. graduate or less,2.0,Yes,Another candidate,"$30,000 to less than $40,000",South,West South Central,Metropolitan,0.2566003808670266,1.2643374874022117
